209
0;40;23;23;41;39;40;36;39;36;42;42;39;42;41;37;37;38;39;38;37;36;36;36;40;36;40;38;27;31;30;36;37;37;50;33;37;26;47;37;21;22;41;33;32;42;41;20;21;21;23;20;21;19;18;21;24;23;24;22;23;23;23;23;24;22;25;25;24;23;23;21;18;17;22;22;19;20;19;11;16;13;31;25;23;19;12;16;15;17;26;22;13;13;12;11;16;15;17;14;22;17;17;20;4;20;23;25;27;27;28;25;17;27;26;28;34;29;33;26;17;18;10;10;14;10;23;6;23;33;33;38;26;25;24;45;31;30;31;31;44;27;23;31;37;41;51;40;37;35;35;36;37;37;37;36;37;36;29;29;29;31;30;34;32;29;32;31;40;39;42;39;37;41;46;44;47;44;35;34;37;24;25;24;25;26;22;23;23;28;25;25;31;32;27;30;21;33;33;30;24;25;23;24;22;12;37;35;38
40;0;29;30;10;10;6;6;7;8;9;10;17;8;6;5;4;6;7;6;5;7;7;5;6;7;6;7;21;19;26;27;26;26;27;10;13;26;34;28;20;20;28;27;26;6;23;38;39;39;41;39;40;41;37;36;42;37;38;39;40;41;41;41;42;40;43;43;43;41;42;41;41;41;42;44;43;44;44;34;31;44;51;48;30;30;30;27;28;35;37;40;31;30;29;33;38;38;39;39;42;29;30;27;39;26;56;58;60;60;63;59;52;61;60;62;61;57;61;50;51;52;46;46;50;45;52;37;49;54;55;60;54;54;55;67;62;58;57;58;67;58;53;60;65;64;73;61;39;37;37;38;38;38;40;38;38;39;31;32;31;32;32;35;34;30;36;33;42;41;44;41;40;44;48;46;49;46;37;33;39;27;28;27;27;29;32;33;35;30;17;16;34;35;29;20;25;55;44;44;46;46;46;45;33;44;5;7;40
23;29;0;1;27;22;29;26;28;23;31;29;31;30;31;27;28;28;28;27;27;25;25;26;31;25;30;27;13;26;10;37;38;39;41;24;27;6;48;38;11;11;42;34;34;32;37;16;17;17;19;17;18;19;15;14;20;15;16;17;18;19;19;19;20;18;21;21;21;19;20;19;18;18;20;22;21;23;22;17;18;22;29;26;1;11;13;8;9;14;9;18;26;25;24;28;33;32;34;34;39;28;19;15;27;17;39;41;43;43;44;40;31;40;38;41;40;36;40;29;30;31;29;28;34;31;31;20;28;54;54;59;47;47;46;66;48;52;50;51;61;44;45;48;54;59;73;61;38;36;36;37;37;37;39;37;37;38;31;31;30;32;31;34;33;30;36;33;41;41;44;41;39;42;48;46;49;45;36;34;37;25;26;26;27;28;31;32;33;29;19;20;31;31;28;24;25;54;43;44;45;45;44;45;31;35;27;25;39
23;30;1;0;28;23;29;27;29;24;32;30;32;31;32;28;28;28;29;28;28;26;26;27;31;25;31;28;14;26;11;38;39;39;41;24;28;6;49;39;12;12;43;35;34;33;38;17;17;18;20;17;18;19;16;15;21;16;17;18;19;20;20;20;21;19;22;22;21;20;21;20;19;19;21;23;22;23;23;16;17;23;29;27;2;11;12;8;9;15;10;19;26;26;24;28;33;33;34;35;40;29;19;15;26;18;40;41;44;44;45;41;32;40;39;41;41;37;41;29;31;32;28;28;33;31;31;19;29;55;54;59;47;46;46;67;49;52;51;51;62;45;44;49;54;60;73;61;39;36;37;38;38;38;39;37;38;39;31;31;31;33;32;35;33;30;37;34;42;42;44;41;40;43;48;46;50;46;37;35;38;26;27;27;28;28;32;32;34;29;20;21;32;32;29;25;25;55;44;44;45;46;45;45;32;34;28;26;40
41;10;27;28;0;5;7;6;7;7;7;3;18;5;9;7;8;6;6;6;8;6;6;7;9;7;8;5;22;20;22;28;27;27;28;10;14;27;35;29;20;21;29;27;27;12;24;39;40;40;42;39;40;41;38;37;43;38;39;40;41;42;42;42;43;41;44;44;43;42;43;42;42;42;43;45;44;45;45;35;32;45;51;49;27;31;31;28;29;36;33;41;32;31;30;34;38;38;40;40;42;30;31;27;40;27;57;59;61;61;64;60;53;62;61;63;62;58;62;51;52;53;47;47;51;46;53;38;50;55;55;61;54;55;56;67;63;58;57;59;67;59;54;60;66;65;73;62;40;38;38;39;39;39;41;39;39;40;31;32;32;33;32;35;34;30;37;34;42;41;44;42;40;44;48;46;49;47;38;34;39;27;29;28;28;30;33;34;35;31;17;17;35;36;30;21;26;55;44;45;46;47;46;45;34;45;7;8;41
39;10;22;23;5;0;9;6;8;3;11;8;15;9;11;8;8;8;8;7;8;5;5;7;10;5;10;7;18;17;17;25;24;24;25;8;11;22;32;26;18;18;26;25;25;13;21;36;37;38;39;37;38;39;35;34;40;35;36;37;39;39;39;39;41;39;42;41;41;39;40;39;39;39;40;42;42;43;42;33;30;42;49;47;23;28;29;26;26;33;29;38;29;29;27;31;36;36;37;38;40;27;28;25;38;24;54;56;59;58;61;57;51;60;58;61;60;56;60;49;50;51;44;45;48;43;51;36;48;52;53;58;52;53;53;65;60;56;55;56;65;56;52;58;63;62;71;59;38;35;35;36;37;37;38;36;36;38;29;30;29;30;30;33;32;28;34;31;40;39;42;39;38;42;46;44;47;44;35;31;37;25;27;25;25;27;31;31;33;28;15;14;32;33;28;18;23;53;42;42;44;44;44;43;31;43;8;6;38
40;6;29;29;7;9;0;5;4;6;4;5;17;3;3;5;5;4;3;4;6;5;4;5;3;6;2;3;20;18;24;26;25;26;26;9;13;26;34;27;19;20;28;26;26;7;23;38;38;39;40;38;39;40;36;35;41;36;37;38;40;40;41;40;42;40;43;42;42;40;41;40;40;40;41;43;43;44;43;34;31;43;50;48;29;29;30;27;27;34;35;39;30;30;29;32;37;37;38;39;41;28;29;26;39;25;55;57;60;59;62;58;52;61;59;62;61;57;61;50;51;52;45;46;49;44;52;37;49;53;54;59;53;54;54;66;61;57;56;57;66;57;53;59;64;63;72;60;39;36;36;37;38;38;39;37;37;39;30;31;30;31;31;34;33;29;35;32;41;40;43;40;39;43;47;45;48;45;36;32;38;26;28;26;26;28;32;32;34;29;16;15;33;34;29;20;24;54;43;43;45;45;45;44;32;44;5;6;39
36;6;26;27;6;6;5;0;4;3;7;7;12;6;6;2;3;3;4;3;3;3;3;1;6;4;6;3;18;16;21;23;21;23;24;6;10;23;31;24;16;17;25;23;21;7;18;33;34;34;36;34;35;36;32;31;37;32;33;34;35;36;36;36;37;35;38;38;38;36;37;36;36;36;37;39;38;39;39;29;26;39;46;43;25;25;25;22;23;30;32;35;26;25;24;28;33;32;34;34;37;24;25;21;34;21;51;53;55;55;58;54;47;56;55;57;56;52;56;45;46;47;41;41;45;40;47;32;44;49;50;55;49;49;50;62;57;53;52;53;62;53;48;55;60;59;68;56;34;32;32;33;33;33;35;33;33;34;26;27;26;27;27;30;29;25;31;28;37;36;39;36;35;39;43;41;44;41;32;28;34;21;23;22;22;24;27;28;30;25;12;11;29;30;24;15;20;50;39;39;41;41;41;40;28;39;2;2;35
39;7;28;29;7;8;4;4;0;5;7;7;15;6;6;4;4;4;4;1;5;4;3;4;6;5;5;3;19;17;23;25;24;24;25;8;11;24;32;26;18;18;26;25;24;9;21;36;37;37;39;37;38;39;35;34;40;35;36;37;38;39;39;39;41;38;41;41;41;39;40;39;39;39;40;42;41;43;42;33;29;42;49;47;28;28;29;25;26;33;34;38;29;29;27;31;36;36;37;38;40;27;28;25;38;24;54;56;58;58;61;57;50;59;58;60;59;55;59;48;49;50;44;45;48;43;50;36;47;52;53;58;52;52;53;65;60;56;55;56;65;56;52;58;63;62;71;59;38;35;35;36;36;36;38;36;36;38;29;30;29;30;30;33;32;28;34;31;40;39;42;39;38;42;46;44;47;44;35;31;37;25;26;25;25;27;30;31;33;28;15;14;32;33;27;18;23;53;42;42;44;44;44;43;31;43;4;5;38
36;8;23;24;7;3;6;3;5;0;8;8;13;7;8;5;5;5;5;4;5;2;2;4;8;3;7;4;18;16;18;23;21;23;23;6;10;23;31;24;16;16;25;23;22;10;19;34;34;35;36;34;35;36;32;31;38;32;33;34;36;36;37;37;38;36;39;38;38;36;37;36;37;36;37;40;39;40;39;30;27;39;46;44;24;26;26;23;23;30;30;35;27;26;25;28;33;33;34;35;37;25;25;22;35;21;51;53;56;55;58;54;48;57;55;58;57;53;57;46;47;48;42;42;45;41;48;33;45;49;50;55;49;50;51;62;57;53;52;53;62;53;49;55;60;59;68;56;35;32;33;34;34;34;35;33;33;35;26;27;26;27;27;30;29;25;31;28;37;36;39;36;35;39;43;41;44;42;32;28;34;22;24;23;22;24;28;28;30;25;12;11;29;30;25;16;20;50;39;39;41;41;41;40;28;40;5;3;35
42;9;31;32;7;11;4;7;7;8;0;5;19;3;5;7;7;6;5;6;7;7;6;6;5;8;5;5;23;21;26;28;27;28;28;11;15;28;36;29;21;22;30;28;28;9;25;40;40;41;42;40;41;42;38;37;43;38;39;40;42;42;43;42;44;42;45;44;44;42;43;42;42;42;43;45;45;46;45;36;33;45;52;50;31;31;32;29;29;36;37;41;32;32;31;34;39;39;40;41;43;30;31;28;41;27;57;59;62;61;64;60;54;63;61;64;63;59;63;52;53;54;47;48;51;46;54;39;51;55;56;61;55;56;56;68;63;59;58;59;68;59;55;61;66;65;74;62;41;38;38;39;40;40;41;39;39;41;32;33;32;33;33;36;35;31;37;34;43;42;45;42;41;45;49;47;50;47;38;34;40;28;30;28;28;30;34;34;36;31;18;17;35;36;31;22;26;56;45;45;47;47;47;46;34;46;7;8;41
42;10;29;30;3;8;5;7;7;8;5;0;19;3;7;8;8;7;7;6;8;7;6;7;7;8;6;6;22;20;24;28;27;27;28;11;14;27;36;29;21;21;30;28;28;11;25;40;40;41;42;40;41;42;38;37;43;38;39;40;42;42;43;42;44;42;45;44;44;42;43;42;42;42;43;45;45;46;45;36;33;45;52;50;30;31;32;29;29;36;36;41;32;32;31;34;39;39;40;41;43;30;31;28;41;27;57;59;62;61;64;60;54;63;61;64;63;59;63;52;53;54;47;48;51;46;54;39;51;55;56;61;55;56;56;68;63;59;58;59;68;59;55;61;66;65;74;62;41;38;38;39;40;40;41;39;39;41;32;33;32;33;33;36;35;31;37;34;43;42;45;42;41;45;49;47;50;47;38;34;40;28;30;28;28;30;34;34;36;31;18;17;35;36;31;21;26;56;45;45;47;47;47;46;34;46;8;8;41
39;17;31;32;18;15;17;12;15;13;19;19;0;18;18;14;14;15;16;14;15;12;13;13;17;12;17;15;23;9;29;15;16;15;16;8;5;28;23;16;21;21;17;16;16;19;9;40;40;41;42;40;41;42;38;38;44;38;39;41;42;43;43;43;44;42;45;44;44;42;44;42;43;43;43;46;45;46;45;36;33;45;52;50;32;32;32;29;30;36;38;41;30;30;29;33;33;32;34;39;35;27;30;28;40;26;55;57;60;59;62;58;54;63;61;64;63;59;63;52;53;54;47;47;50;45;54;39;51;51;51;56;50;49;54;63;60;55;54;55;63;57;53;56;62;61;69;57;37;35;33;33;35;35;36;33;34;36;29;29;28;30;29;29;27;27;34;31;39;39;42;39;37;40;45;44;47;44;35;28;35;18;19;19;18;20;26;24;28;24;17;16;25;26;23;11;21;51;41;42;42;43;41;41;25;44;14;12;36
42;8;30;31;5;9;3;6;6;7;3;3;18;0;5;6;7;5;4;5;7;6;6;6;5;7;4;4;22;20;25;28;27;27;28;11;14;27;35;29;21;21;29;27;27;9;24;39;40;40;42;40;40;42;38;37;43;38;39;40;41;42;42;42;43;41;44;44;44;42;43;42;42;42;43;45;44;45;45;35;32;45;52;49;31;31;31;28;29;36;37;41;32;31;30;34;39;38;40;40;42;30;31;27;40;27;57;59;61;61;64;60;53;62;61;63;62;58;62;51;52;53;47;47;51;46;53;38;50;55;55;61;54;55;56;67;63;58;57;59;67;59;54;60;66;65;73;62;40;38;38;39;39;39;41;39;39;40;31;32;32;33;32;35;34;30;37;34;42;41;44;42;40;44;48;46;49;47;38;34;39;27;29;28;28;30;33;34;36;31;17;17;35;36;30;21;26;55;44;45;46;47;46;45;34;45;7;8;41
41;6;31;32;9;11;3;6;6;8;5;7;18;5;0;6;5;5;5;5;6;6;6;5;3;7;2;4;21;19;25;27;26;27;27;10;14;27;35;28;20;21;29;27;27;7;24;39;39;40;42;39;40;41;37;37;43;37;38;40;41;42;42;42;43;41;44;43;43;41;43;41;42;42;42;45;44;45;44;35;32;44;51;49;31;31;31;28;29;35;37;40;32;31;30;33;38;38;39;40;42;30;30;27;40;27;57;58;61;61;63;60;53;62;61;63;62;58;62;51;52;53;47;47;50;46;53;38;50;54;55;60;54;55;56;67;62;58;57;58;67;58;54;60;65;64;73;61;40;37;38;39;39;39;40;39;38;40;31;32;31;32;32;35;34;30;36;33;42;41;44;41;40;44;48;46;49;47;37;33;39;27;29;28;28;29;33;33;35;31;17;16;34;35;30;21;25;55;44;44;46;46;46;45;33;45;6;7;40
37;5;27;28;7;8;5;2;4;5;7;8;14;6;6;0;2;2;4;3;2;4;4;2;5;4;5;3;18;16;23;24;23;23;24;7;10;23;31;25;17;17;25;23;23;7;20;35;36;36;38;36;37;38;34;33;39;34;35;36;37;38;38;38;39;37;40;40;40;38;39;38;38;38;39;41;40;41;41;31;28;41;48;45;27;27;27;24;25;32;34;37;28;27;26;30;35;34;36;36;38;26;27;23;36;23;53;55;57;57;60;56;49;58;57;59;58;54;58;47;48;49;43;43;47;42;49;34;46;51;51;57;50;51;52;63;59;54;53;55;63;55;50;56;62;61;69;58;36;34;34;35;35;35;37;35;35;36;27;28;28;29;28;31;30;26;33;30;38;37;40;38;36;40;44;42;45;43;34;30;35;23;25;24;24;26;29;30;32;27;13;13;31;32;26;17;22;51;40;41;42;43;42;41;30;41;1;4;37
37;4;28;28;8;8;5;3;4;5;7;8;14;7;5;2;0;3;4;3;2;4;5;2;5;5;5;4;18;16;23;24;23;23;24;7;10;23;31;25;17;17;25;24;23;6;20;35;36;36;38;36;37;38;34;33;39;34;35;36;37;38;38;38;39;37;40;40;40;38;39;38;38;38;39;41;40;42;41;32;28;41;48;45;27;27;28;24;25;32;34;37;28;28;26;30;35;35;36;36;39;26;27;24;37;23;53;55;57;57;60;56;49;58;57;59;58;54;58;47;48;49;43;43;47;42;49;34;46;51;52;57;51;51;52;64;59;55;54;55;64;55;50;57;62;61;70;58;37;34;34;35;35;35;37;35;35;37;28;29;28;29;29;32;31;27;33;30;39;38;41;38;37;41;45;43;46;43;34;30;36;24;25;24;24;26;29;30;32;27;14;13;31;32;26;17;22;52;41;41;43;43;43;42;30;41;2;4;37
38;6;28;28;6;8;4;3;4;5;6;7;15;5;5;2;3;0;3;3;3;5;4;2;5;5;4;3;18;16;23;24;23;23;24;7;11;23;32;25;17;17;26;24;24;7;21;36;36;37;38;36;37;38;34;33;40;34;35;36;38;38;39;39;40;38;41;40;40;38;39;38;38;38;39;41;41;42;41;32;29;41;48;46;27;27;28;25;25;32;34;37;29;28;27;30;35;35;36;37;39;26;27;24;37;23;53;55;58;57;60;56;50;59;57;60;59;55;59;48;49;50;44;44;47;42;50;35;47;51;52;57;51;52;52;64;59;55;54;55;64;55;51;57;62;61;70;58;37;34;34;36;36;36;37;35;35;37;28;29;28;29;29;32;31;27;33;30;39;38;41;38;37;41;45;43;46;44;34;30;36;24;26;25;24;26;30;30;32;27;14;13;31;32;27;18;22;52;41;41;43;43;43;42;30;42;2;4;37
39;7;28;29;6;8;3;4;4;5;5;7;16;4;5;4;4;3;0;3;5;4;4;4;4;5;4;2;20;18;23;26;25;25;26;8;12;25;33;27;18;19;27;25;25;8;22;37;38;38;40;38;38;40;36;35;41;36;37;38;39;40;40;40;41;39;42;42;42;40;41;40;40;40;41;43;42;43;43;33;30;43;50;47;29;29;29;26;27;34;35;39;30;29;28;32;37;36;38;38;40;28;29;25;38;25;55;57;59;59;62;58;51;60;59;61;60;56;60;49;50;51;45;45;49;44;51;36;48;53;53;59;52;53;54;65;61;56;55;57;65;57;52;58;64;63;71;60;38;36;36;37;37;37;39;37;37;38;29;30;30;31;30;33;32;28;35;32;40;39;42;40;38;42;46;44;47;45;36;32;37;25;27;26;26;28;31;32;34;29;15;15;33;34;28;19;24;53;42;43;44;45;44;43;32;43;5;6;39
